1095659,8c:70:5a:de:a8:a4,WIRELESS_CLIENTS,7.43E+17,FEET,70.24668,85.13588,System Campus>Stage 11>Floor 4,5.21913,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:25.7
1095659,84:3a:4b:5f:a5:00,WIRELESS_CLIENTS,7.43E+17,FEET,67.79897,84.80198,System Campus>Stage 11>Floor 4,9.108071,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:25.7
1095659,24:77:03:51:b2:40,WIRELESS_CLIENTS,7.43E+17,FEET,80.65135,72.1927,System Campus>Stage 11>Floor 4,5.182563,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:27.7
1095659,24:77:03:c7:d7:98,WIRELESS_CLIENTS,7.43E+17,FEET,88.384796,58.850662,System Campus>Stage 11>Floor 4,29.419376,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:27.7
1095659,60:67:20:b6:de:b4,WIRELESS_CLIENTS,7.43E+17,FEET,73.97054,76.569916,System Campus>Stage 11>Floor 4,9.209985,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:27.8
1095662,60:67:20:b6:0f:14,WIRELESS_CLIENTS,7.43E+17,FEET,70.54431,60.62043,System Campus>Stage 11>Floor 4,5.5108566,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:35.8
1095662,00:24:d7:50:6b:b8,WIRELESS_CLIENTS,7.43E+17,FEET,95.273895,75.45395,System Campus>Stage 11>Floor 4,12.666988,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:47.9
1095662,10:0b:a9:8f:88:68,WIRELESS_CLIENTS,7.43E+17,FEET,71.06551,81.042854,System Campus>Stage 11>Floor 4,9.657557,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:47.9
1095662,70:56:81:95:8d:13,WIRELESS_CLIENTS,7.43E+17,FEET,76.5914,57.19432,System Campus>Stage 11>Floor 4,5.471094,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:47.9
1095662,84:3a:4b:0b:2e:dc,WIRELESS_CLIENTS,7.43E+17,FEET,68.7994,86.50034,System Campus>Stage 11>Floor 4,5.499355,AIR-MSE-VA-K9:V01:crdc-mse-163.cisco.com_e59ac9de-81e8-11e3-a907-0050568369d5,event,10:47.9
